time,x,y,vx,vy,omega,linear_velocity,distance_from_start,goal_status
25.014,4.148192442854049,1.6856112527771656,-0.26165719040994706,1.2285444408038915e-06,0.14294881655283836,0.2616571904128312,2.8172106444200558,ACTIVE
25.047,4.139852422033931,1.687767563396758,-0.26021733324990853,0.00014597400302607255,0.14410545148975204,0.26021737419339147,2.8253352669804506,ACTIVE
25.08,4.131565816557226,1.689866552478289,-0.2589637026291322,-0.00013098060420003999,0.14224811323423417,0.25896373575330633,2.8334143812652806,ACTIVE
25.114,4.123225256656139,1.691938649517258,-0.24651930782109566,-1.3777797774651435e-05,0.07293110315583823,0.24651930820611156,2.8415522460866125,ACTIVE
25.147,4.11532906618952,1.6938726237116766,-0.24663292132556433,3.695949286885991e-05,0.13451290447301137,0.24663292409487042,2.8492612914740834,ACTIVE
25.18,4.107409397135374,1.695774525491618,-0.24698513394855512,2.7339407721781173e-05,0.1347351327917817,0.24698513546168913,2.85699868006986,ACTIVE
25.214,4.099573806978327,1.6976230600829887,-0.23260735711468922,3.146566334733675e-05,0.06280665783621008,0.2326073592429279,2.8646588204349497,ACTIVE
25.247,4.092090689021781,1.699363227837815,-0.2330850113540642,1.6824051096077375e-05,0.1307302372236098,0.23308501196124332,2.8719783859405665,ACTIVE
25.28,4.084584622136396,1.7010742927832023,-0.23348963580101076,6.680235493168596e-06,0.13096403953331073,0.23348963589657293,2.8793250187792383,ACTIVE
25.317,4.076621605578653,1.7028415676456679,-0.24748521360348297,5.665994522438544e-06,0.27969003228072264,0.2474852136683424,2.887124646544285,ACTIVE
25.347,4.068595963732279,1.7045469133062505,-0.2487114021249908,-8.268908335315461e-06,0.2844486023183475,0.248711402262449,2.894993468527391,ACTIVE
25.38,4.060551418878803,1.7061775088633353,-0.2487195516934555,1.2161169348323675e-05,0.28256518762425287,0.24871955199076634,2.9028887197161977,ACTIVE
25.414,4.052019065259059,1.70782869382038,-0.25873066003551515,0.00018411834084555712,0.22263623685962305,0.2587307255468062,2.91127054820846,ACTIVE
25.447,4.043630774740874,1.7093870243046423,-0.2589747184504696,-3.248913098565648e-05,0.22882057914533357,0.25897472048839754,2.9195174889135758,ACTIVE
25.48,4.0351654453324475,1.7108899556547297,-0.2616423627366995,3.551184287770709e-05,0.24810374435786206,0.26164236514665135,2.9278470032527815,ACTIVE
25.513,4.02663489006418,1.7123367716187823,-0.2475354587989421,-7.936408602191025e-05,0.14955583376224343,0.24753547152168093,2.936247241441042,ACTIVE
25.547,4.018487914550961,1.7136680353953588,-0.24921855340835977,3.975513728710772e-05,0.23729745071955574,0.24921855657921305,2.9442748051359318,ACTIVE
25.58,4.01040651064812,1.71492432262425,-0.24805203029358946,5.127781929792352e-06,0.24731778607548074,0.24805203034659074,2.9522436436304993,ACTIVE
25.614,4.002282744079243,1.716127798553026,-0.2344473896079885,2.5971830129249696e-05,0.042303094940751074,0.23444739104655424,2.9602596656326234,ACTIVE
25.647,3.994302349190267,1.7172871028995362,-0.25439290126517283,3.103118332908189e-05,0.18434042317119761,0.2543929031577853,2.968136893997609,ACTIVE
25.68,3.985788692555804,1.718471243455001,-0.2619413907539197,-3.2202335619638256e-05,0.22879850609372387,0.2619413927333519,2.976545305387566,ACTIVE
25.714,3.977383810877181,1.7195763786737057,-0.2407411915723071,-5.544515353421778e-05,0.18849683767210793,0.2407411979570994,2.9848518005800484,ACTIVE
25.747,3.9693609781079426,1.7205706172514408,-0.2480006028692768,4.241741870110102e-05,0.24973792626705424,0.24800060649676273,2.9927858240701717,ACTIVE
25.78,3.961232524483011,1.7215111767700644,-0.24754929675263748,5.620663997002798e-05,0.24463522830174275,0.24754930313356116,3.0008297191453135,ACTIVE
25.814,3.952678091563751,1.7224379672589292,-0.25464718853332075,0.00016106963415455852,0.16326791513954184,0.2546472394732596,3.0093002855239415,ACTIVE
25.847,3.944264487892997,1.7233018708242744,-0.25829766592280506,-9.136157117617394e-06,0.18523924756057025,0.258297666084381,3.0176353792276642,ACTIVE
25.88,3.9357079002543527,1.7241256433897456,-0.2614713743378076,2.7943040023705595e-05,0.2028698376840596,0.2614713758309222,3.026116520712833,ACTIVE
25.914,3.927096333127305,1.7249039694556074,-0.2460065087926945,-2.6286797084371094e-05,0.07059162572173379,0.24600651019712014,3.0346562122781218,ACTIVE
25.947,3.919083838028208,1.7256139936066832,-0.24468325613189532,1.12605890831112e-05,-0.027607012531169,0.2446832563910076,3.042603318057252,ACTIVE
25.98,3.910798791283812,1.7263505102727337,-0.2555222266936767,4.375523210259358e-05,0.08972066141141363,0.2555222304399659,3.0508211297030883,ACTIVE
26.014,3.9021544134036947,1.727094587933073,-0.2562337470027561,-4.584788432869524e-06,0.07452710070489264,0.2562337470437739,3.0593975362379084,ACTIVE
26.047,3.8936563483278253,1.7278042133155953,-0.2598746710110761,9.276728970407377e-06,0.05299793195622632,0.2598746711766515,3.067830757370254,ACTIVE
26.08,3.885529646082662,1.7284690388382908,-0.23494597525002456,2.029343816749296e-05,0.050248908804463234,0.23494597612644655,3.0758968325878167,ACTIVE
26.114,3.877610667373376,1.7291028403267612,-0.23378676695942174,1.898200169851358e-05,0.05713626837827811,0.2337867677300308,3.083758084773028,ACTIVE
26.147,3.8699168729359577,1.7297037461670763,-0.23388092861306642,1.3612572856595145e-05,0.055614631998778453,0.23388092900921273,3.091397156735127,ACTIVE
26.18,3.862198251121677,1.730299025153287,-0.23339769929187626,-2.982848091990023e-05,-0.028474498532072966,0.2333977011979325,3.099061752232659,ACTIVE
26.214,3.8542369015651787,1.7309209190599015,-0.2352852379945988,0.00011185907724309621,-0.023211618113856348,0.23528526458456372,3.1069672744314265,ACTIVE
26.247,3.8464610892153823,1.7315332874164973,-0.2381494874481698,7.720985899203892e-05,-0.005623738089486537,0.2381494999641786,3.114688640892129,ACTIVE
26.28,3.8384361086940744,1.7321694144503998,-0.2462673330149751,-6.693685868017565e-05,-0.026283957554215864,0.24626734211188397,3.1226575802147685,ACTIVE
26.314,3.8298786204436386,1.7328543033141075,-0.2587169711106866,6.547498400810703e-05,0.05233300327037864,0.25871697939575083,3.1311553572467665,ACTIVE
26.347,3.821319884091586,1.7335270516473469,-0.2602879184381594,4.021618460609694e-05,0.06058320218967506,0.2602879215449911,3.139655607229608,ACTIVE
26.38,3.8129206847855257,1.7341713977799422,-0.2527869070417058,2.219800359079538e-05,0.08515894137722468,0.2527869080163436,3.147998836866137,ACTIVE
26.414,3.8041313096424085,1.73481290221629,-0.2622732843733669,-9.279283265403726e-05,0.20244722608000953,0.26227330078851485,3.1567321106385045,ACTIVE
26.446,3.7955120295441183,1.7353816310050645,-0.26119575226376657,2.061263531111246e-06,0.21351924294865854,0.26119575227189995,3.1653004829983145,ACTIVE
26.48,3.786897964447466,1.7358900602869352,-0.26156862584515617,6.706789157115076e-06,0.21453061741443782,0.2615686259311394,3.173867684277133,ACTIVE
26.514,3.7783968363649887,1.7363336554643896,-0.24118268871229068,2.5247121765681682e-05,0.17410600156937467,0.24118269003373122,3.1823264006818555,ACTIVE
26.547,3.770280888436703,1.7367041634945104,-0.24889401741679468,3.461852419073437e-05,0.2173904862013562,0.24889401982432988,3.19040530972251,ACTIVE
26.58,3.761852084335519,1.7370331151033924,-0.2582332284905948,4.773110469247048e-05,0.16426619839619516,0.2582332329018365,3.1987992309990334,ACTIVE
26.614,3.753102104443174,1.7373295299202829,-0.2571248319582038,-3.57910539676258e-05,0.15579637316724218,0.25712483444921086,3.207515912562901,ACTIVE
26.646,3.7445885160451886,1.7375691223084957,-0.2595413058323344,-3.601881847298781e-05,0.16967181242074386,0.2595413083316577,3.2160001980990893,ACTIVE
26.68,3.7359926939173858,1.7377638915787028,-0.2607967465017478,2.6314028384575444e-05,0.17475781540605648,0.26079674782927215,3.2245693953968404,ACTIVE
26.714,3.727380675780583,1.737917666548878,-0.24397394064576608,-9.709176561650736e-05,0.02202115701065101,0.24397395996506419,3.2331573285055915,ACTIVE
26.747,3.718962879191773,1.7380572935767766,-0.2599168652585797,5.629758195016283e-05,0.0136516393846932,0.25991687135556324,3.2415523408773397,ACTIVE
26.78,3.7103730236475947,1.7381980005319666,-0.2604083482179395,-8.917327580314216e-06,-0.0057477266645026255,0.2604083483706204,3.2501191779961243,ACTIVE
26.814,3.701521103014826,1.7383446892124987,-0.2603254655619523,1.314876485735729e-05,-0.002125419756188106,0.26032546589401745,3.2589474125878284,ACTIVE
26.85,3.692943670184981,1.7384888826405622,-0.25925739665023495,6.494163498553095e-05,0.008561572893705849,0.25925740478388115,3.2675019030573367,ACTIVE
26.88,3.684398670698966,1.7386305832663558,-0.2597247953151605,1.4785455564106202e-05,0.0072670840790861726,0.25972479573600926,3.27602428535279,ACTIVE
26.914,3.675556139248719,1.7387733745039493,-0.25997725744696726,1.732743151383522e-05,0.00852205116845984,0.2599772580244022,3.284843764108873,ACTIVE
26.947,3.6669804813637694,1.7389092760050757,-0.25981855976719437,2.1474380644534614e-05,0.006755489336510239,0.2598185606546387,3.2933973374956307,ACTIVE
26.98,3.658409617279597,1.7390435388406822,-0.25968300401227895,1.6913038749830946e-05,0.003283325852826238,0.25968300456304827,3.301946339097301,ACTIVE
27.014,3.649585146210805,1.7391815063463603,-0.2593663362429521,1.4557194442520356e-05,-0.0017183552733095297,0.2593663366514706,3.3107484399135387,ACTIVE
27.047,3.6410267882850005,1.7393147319241336,-0.2593912707194916,1.0705371208738837e-05,-0.00424870598049345,0.259391270940403,3.319285254257581,ACTIVE
27.08,3.63246568171755,1.7394490787780865,-0.2595437072192826,7.4773056653659395e-06,-0.005976167025049488,0.25954370732699106,3.3278248651506,ACTIVE
27.114,3.623635696606901,1.7395891288999719,-0.25994217441209144,7.615027201287108e-07,-0.006113810059705497,0.2599421744132069,3.336632716588943,ACTIVE
27.147,3.6150515018502936,1.7397268739612708,-0.26029077877668916,-3.5952304654907757e-06,-0.005425467918678057,0.26029077880151846,3.3451954214143584,ACTIVE
27.18,3.6064607367506603,1.7398660301890094,-0.2604030319976927,-2.716549728297435e-06,-0.0030760887712910486,0.2604030320118624,3.353764722396726,ACTIVE
27.214,3.5976090188333676,1.7400107935224063,-0.260308055173003,1.768955137828026e-05,0.00063235867689727,0.2603080557740605,3.3625943674876235,ACTIVE
27.247,3.5890330236144186,1.740152485684685,-0.2591816391466935,6.152398029889584e-05,0.01170725317739256,0.2591816464489085,3.3711490134738664,ACTIVE
27.28,3.5804872375134824,1.7402903347729064,-0.2598845331738942,-4.56270315859781e-06,0.008648947709867584,0.2598845332139471,3.3796738252092218,ACTIVE
27.314,3.571644040068778,1.7404289197288905,-0.25996961395277063,1.7278604920088758e-05,0.008500817810966493,0.2599696145269727,3.388495660782375,ACTIVE
27.347,3.563068542598951,1.7405606844927413,-0.25981340767693356,1.8898426327867805e-05,0.006637793148851919,0.25981340836425476,3.3970506996747276,ACTIVE
27.38,3.554497801613343,1.7406907789778054,-0.25967922528130427,2.149807251353858e-05,0.0031870711605788784,0.2596792261711851,3.40560118937729,ACTIVE
27.413,3.5456735314675623,1.7408244466131106,-0.2593581908823599,1.6030406998312e-05,-0.0018409492606844624,0.25935819137776345,3.4144047355837217,ACTIVE
27.446,3.5371149953774683,1.7409536285047622,-0.2593910144642775,1.1327715117077745e-05,-0.004325718769651529,0.2593910147116205,3.422943303970642,ACTIVE
27.48,3.5285536745052157,1.741083952494824,-0.25955185567700545,7.333502730377285e-06,-0.006002696285644003,0.2595518557806076,3.4314846949967883,ACTIVE
27.514,3.5197231688352257,1.7412198590177819,-0.25995687263639655,6.355971528381604e-07,-0.006094403748585318,0.25995687263717354,3.4402946723709045,ACTIVE
27.547,3.511138535742097,1.7413535700433889,-0.26029833355425774,-3.797291963011755e-06,-0.00535671948703437,0.26029833358195564,3.448859368383052,ACTIVE
27.576,3.5025475402693447,1.7414886714044837,-0.2604058626536649,-2.9499179414133395e-06,-0.0029736842805226996,0.2604058626703734,3.457430446373535,ACTIVE
27.614,3.493695805493422,1.741629213348864,-0.2603014130229116,1.778334718136737e-05,0.0007972489239919589,0.2603014136303755,3.4662616956118857,ACTIVE
27.647,3.485120905472569,1.7417667344833005,-0.2591139658972083,6.210546098454287e-05,0.012279802947952036,0.2591139733400496,3.474816781775868,ACTIVE
27.679,3.4765741940894115,1.7419003386864593,-0.25997494897107143,-2.064079067615708e-06,0.008134997116189672,0.2599749489792653,3.4833440322982248,ACTIVE
27.714,3.4677310030947233,1.7420346366631951,-0.2599635824595705,1.7325050291891204e-05,0.008471200764875059,0.2599635830368771,3.4921674031851313,ACTIVE
27.747,3.4591556179695333,1.7421622274369135,-0.2598093793160345,1.8660741329644143e-05,0.006523037966988243,0.259809379986186,3.500723809325692,ACTIVE
27.78,3.4505849770894166,1.742288205890776,-0.2596766907079003,3.319646334443583e-05,0.003081378481368513,0.25967669282977957,3.5092756606929503,ACTIVE
27.814,3.441761124562279,1.7424176601100172,-0.2593515760003728,1.758643325073953e-05,-0.0019641528238430006,0.2593515765966341,3.5180802818547723,ACTIVE
27.847,3.4332025348207713,1.7425427829297473,-0.25939284956576436,1.1367410002082173e-05,-0.004408920911996094,0.2593928498148422,3.5266203379186623,ACTIVE
27.88,3.424640976666133,1.7426690722589369,-0.259560507598632,7.149597171726262e-06,-0.00604059057192317,0.2595605076970998,3.5351633910835716,ACTIVE
27.914,3.4163066165757843,1.7427918037029253,-0.23348218050898534,1.0230343580321273e-05,0.01781592857618752,0.23348218073311364,3.5434798381935324,ACTIVE
27.947,3.4085958966043215,1.7429039877913897,-0.2338833710924809,-2.446001252836942e-06,-0.005627879722227423,0.23388337110527127,3.5511741353734885,ACTIVE
27.98,3.4004546183146784,1.7430219348974656,-0.25809281311442867,-4.171828564004162e-06,0.04611379724066175,0.25809281314814553,3.559298180925917,ACTIVE
28.014,3.3916176428548552,1.7431429090436972,-0.2603069810006917,1.4242327189498832e-05,0.009896393371256794,0.26030698139031605,3.568116910496451,ACTIVE
28.047,3.383036783403212,1.7432589400757115,-0.25962032460271134,0.00012295018204285836,0.017923111885298756,0.2596203537158912,3.5766802173533994,ACTIVE
28.08,3.3744775766666186,1.743370451209706,-0.260064816198365,-0.00013209135024891882,0.017815807372944758,0.26006484974408633,3.585222221290397,ACTIVE
28.116,3.36563375485202,1.7434795164015584,-0.2599865402608456,1.9311299016864375e-05,0.010181923304042266,0.2599865409780487,3.5940486745005553,ACTIVE
28.147,3.3570575408390226,1.7435822136608614,-0.2597968741511858,1.5754453521211673e-05,0.008759337266970339,0.2597968746288721,3.6026082873554857,ACTIVE
28.18,3.3484869911690165,1.7436825063760748,-0.25965781122962595,2.808771120861586e-06,0.005279289571300862,0.25965781124481746,3.6111624479696345,ACTIVE
28.214,3.339884591062216,1.743776633859296,-0.24918054332864029,2.7568895976721585e-05,0.050958930675370356,0.24918054485372731,3.6197488123214483,ACTIVE
28.247,3.331719767659406,1.7438541786512882,-0.24587459162572245,5.021154555759832e-05,-0.005537014109216859,0.24587459675272494,3.627899088129786,ACTIVE
28.28,3.323594758155191,1.7439320606473023,-0.24630773406324893,9.061499289294683e-06,-0.005518237603919426,0.2463077342299322,3.63600965112892,ACTIVE
28.314,3.3149053320992414,1.744017680615671,-0.2605707168753731,-4.353301654186521e-05,0.03451500169755775,0.2605707205118591,3.644683582429757,ACTIVE
28.347,3.306320515689108,1.7440976791341423,-0.26025726288005085,-5.210693227546397e-06,-0.005601853309894152,0.26025726293221335,3.653253396494734,ACTIVE
28.38,3.2977288769488595,1.7441797837127995,-0.26043703610406715,-5.036624943805402e-06,-0.00371417325582729,0.26043703615276914,3.661829990332667,ACTIVE
28.413,3.289111986225778,1.744264869802923,-0.25014048036883774,5.466783515354571e-05,0.02691343432586905,0.25014048634262526,3.6704317269982925,ACTIVE
28.447,3.2809462012167607,1.744340256137172,-0.24674793764198158,6.256532311110612e-06,0.006085610157989804,0.24674793772130177,3.678583481001756,ACTIVE
28.48,3.272826110838134,1.744418076526563,-0.24598033023863644,1.4265054183585854e-05,0.013629425890207918,0.24598033065227068,3.686689539483546,ACTIVE
28.514,3.264210659101292,1.7444894959667483,-0.25860567848697513,9.585843247520353e-05,0.05769388414895965,0.2586056962530946,3.695290727275415,ACTIVE
28.547,3.2556515573817095,1.7445463475825043,-0.2598679422399196,5.537174968880802e-05,0.007661786513039697,0.25986794813912867,3.703836425246982,ACTIVE
28.58,3.247080977386026,1.7446033536633683,-0.259653805692068,4.006675216568678e-05,0.004491898141981345,0.25965380878338534,3.712393642401041,ACTIVE
28.616,3.238255291752905,1.7446609503808,-0.2594029900288541,2.5874162198147657e-05,-4.059719108885144e-05,0.2594029913192638,3.721205687251623,ACTIVE
28.647,3.2296981503576627,1.744715756393928,-0.25932130736460357,8.288666931053528e-06,-0.003241730320603617,0.25932130749706855,3.7297497164878037,ACTIVE
28.68,3.2211393095521417,1.7447713575855865,-0.25942751705167894,9.621029462086438e-06,-0.00526656838764968,0.25942751723007984,3.738295464810854,ACTIVE
28.714,3.212313289961094,1.744830021208869,-0.25978864124024975,2.6914110803494262e-06,-0.005708257278305595,0.25978864125419127,3.747107981676279,ACTIVE
28.747,3.2037326277023075,1.7448885136503143,-0.2602277643202584,-1.7749550784641917e-06,-0.005623698336375497,0.2602277643263117,3.7556755069319663,ACTIVE
28.78,3.1951412008094016,1.74494838122612,-0.26043990244441423,-5.172179694644483e-06,-0.003952342451903424,0.2604399024957724,3.7642537777716556,ACTIVE
28.813,3.186285443048045,1.745011314370399,-0.26047426208980423,1.036175109771437e-05,-0.0010502435846594534,0.26047426229590115,3.7730959788911758,ACTIVE
28.847,3.177693667617811,1.7450733000425105,-0.2601454926457986,4.208712191563959e-05,0.004465905502844323,0.26014549605028936,3.7816746184173367,ACTIVE
28.88,3.169130209515208,1.7451370708890153,-0.25934936308839923,4.983758138126892e-05,0.011766838127531492,0.25934936787689084,3.790224947942614,ACTIVE
28.913,3.160288533033351,1.7451948456311777,-0.2600448998109337,-9.95231096752639e-06,0.008907971161868086,0.2600449000013787,3.799053521533435,ACTIVE
28.947,3.1517111204426866,1.7452497204463597,-0.259811817754413,2.1362650467307868e-05,0.007592521192527176,0.2598118186326695,3.807618338230329,ACTIVE
28.98,3.1431407209933506,1.7453030425012486,-0.2596389758578058,3.3660737472867956e-05,0.0043131971604083936,0.25963897803976876,3.8161762817281515,ACTIVE
29.014,3.1343156752907664,1.7453570671364946,-0.2593765180686855,2.1981124600824143e-05,-0.00029382834857449435,0.2593765190000918,3.8249886026429074,ACTIVE
29.047,3.1257585670847376,1.7454086211108262,-0.2593187029564628,9.127722278081361e-06,-0.0033363165665429976,0.25931870311710553,3.8335334686686706,ACTIVE
29.08,3.1171996177253125,1.745461007015882,-0.2594339672166487,9.50815046014985e-06,-0.0053011225831031406,0.25943396739088365,3.842080189333795,ACTIVE
29.114,3.1083731796226313,1.7455163562450875,-0.25980297056895996,2.6227718868381683e-06,-0.005690473790980504,0.2598029705821987,3.850894011226647,ACTIVE
29.147,3.099792011238025,1.7455716257214753,-0.2602384670141448,-1.8619316843836425e-06,-0.005572850042473764,0.2602384670208056,3.8594629009466286,ACTIVE
29.182,3.091200306382762,1.745628253528345,-0.2604451246607259,-5.191935488930554e-06,-0.0038619939459256978,0.2604451247124761,3.868042306418733,ACTIVE
29.214,3.082344438147003,1.7456878531680395,-0.2604783349565256,1.4590399266100305e-05,-0.0008976823232148858,0.26047833536515796,3.8768854969888453,ACTIVE
29.247,3.073752975800617,1.7457465681480633,-0.2601180407948077,4.791084497991803e-05,0.004779063350216576,0.2601180452071296,3.885464674182156,ACTIVE
29.282,3.0651893143993694,1.7458069774117464,-0.2594446574598112,1.3431875542163456e-05,0.011248211893438498,0.2594446578075063,3.8940160566214876,ACTIVE
29.314,3.056346995679249,1.74586130736977,-0.2600248424693929,2.143103263600168e-06,0.008917681010057028,0.26002484247822455,3.9028461305583333,ACTIVE
29.347,3.0477698394241717,1.7459128730399247,-0.25979739028366017,2.2689335208754633e-05,0.007540637376563856,0.2597973912744437,3.911411515759889,ACTIVE
29.38,3.039199752894587,1.7459630054225204,-0.25963020819893723,3.236102083194778e-05,0.004159858496928755,0.2596302102157204,3.9199699577531706,ACTIVE
29.414,3.0303751507058334,1.7460136784925295,-0.25935333916714687,1.8903451981115964e-05,-0.000541462074741783,0.2593533398560535,3.9287826673184103,ACTIVE
29.447,3.0218181268813176,1.7460620075544306,-0.25931819405454,9.836282383279783e-06,-0.0034340480305293398,0.2593181942410916,3.9373282480173484,ACTIVE
29.48,3.0132590296957558,1.7461112037689581,-0.25944123085369025,9.338763336760349e-06,-0.0053495483106818,0.2594412310217678,3.9458759099952156,ACTIVE
29.513,3.00443215135723,1.746163270574402,-0.2598175340064065,2.5158113258359673e-06,-0.0056883190466786885,0.2598175340185868,3.954690986462698,ACTIVE
29.547,2.995850482691445,1.7462153530507314,-0.2602487241485808,-1.9786661829834795e-06,-0.005537348763725718,0.2602487241561027,3.9632611649266507,ACTIVE
29.58,2.9872585217556593,1.7462687802864605,-0.2604495556970703,-5.194096048345524e-06,-0.003784868626987626,0.2604495557488627,3.9718416134742105,ACTIVE
29.614,2.9784025800097402,1.7463250934877532,-0.26047731041119604,1.648592904505172e-05,-0.0007798964237436465,0.2604773109329034,3.9806856849309917,ACTIVE
29.647,2.9698114893373724,1.7463805929358485,-0.2600887448880027,5.972648222072664e-05,0.005093236173125476,0.2600887517457632,3.9892652716904555,ACTIVE
29.68,2.9612474218342153,1.7464376319582833,-0.259536723343468,-8.852980576175328e-06,0.010713400061264733,0.2595367234944587,3.9978178433923266,ACTIVE
29.714,2.9524047200834875,1.746488687865857,-0.2600106390927485,1.1617597678615808e-05,0.008907267262153842,0.26001063935229285,4.006649083589923,ACTIVE
29.747,2.943827875519251,1.7465369858240898,-0.2597833683873575,2.389479310308906e-05,0.007501550707647245,0.25978336948627534,4.015214915401919,ACTIVE
29.78,2.9352581532388933,1.746584031797393,-0.25962069166672325,3.0316040832147192e-05,0.004012750644114947,0.259620693436733,4.023773736270587,ACTIVE
29.814,2.9264340502753554,1.7466314462442503,-0.2593317331617789,1.6975811734393914e-05,-0.0007569523851860173,0.25933173371739576,4.032586709524406,ACTIVE
29.847,2.9178770969342493,1.7466766109295895,-0.2593168254229616,1.0531629221794065e-05,-0.0035174760661943623,0.259316825636822,4.041132953645392,ACTIVE
29.88,2.90931787447347,1.7467226623547984,-0.2594480821417441,9.201349107185999e-06,-0.005380621913471739,0.2594480823049074,4.049681470554645,ACTIVE
29.914,2.9004905659511273,1.7467714883927246,-0.2598318342508614,2.423279237514283e-06,-0.005669264076078291,0.2598318342621616,4.058497726412044,ACTIVE
29.947,2.891908379101618,1.7468204183011042,-0.2602590597787742,-2.0257795439379816e-06,-0.005485032067509843,0.26025905978665825,4.067069148876989,ACTIVE
29.98,2.883316155491122,1.746870678893111,-0.2604544660459551,-5.188416349453332e-06,-0.0036924087002416926,0.2604544660976334,4.075650584769552,ACTIVE
30.014,2.874460108405117,1.7469237467903056,-0.26047492441555037,1.3392222370741053e-05,-0.0007063940672301077,0.2604749247598285,4.0844955048568234,ACTIVE
30.047,2.865869376428491,1.7469760873082785,-0.26005627906003537,7.29553655881808e-05,0.005449532327431714,0.2600562892933689,4.093075451594238,ACTIVE
30.08,2.857304777857512,1.747029733967937,-0.2596223649113377,-1.7976095601979734e-05,0.010241418407583186,0.25962236553366475,4.10162927855002,ACTIVE
30.114,2.848461664662538,1.747077508572964,-0.2600035876659254,2.3104054236450537e-05,0.008722864987835413,0.26000358869244455,4.11046165361639,ACTIVE
30.147,2.839885037998474,1.7471225564525303,-0.2597693409766515,2.5198565969850994e-05,0.0074433919578306565,0.2597693421988275,4.119027966930895,ACTIVE
30.18,2.8314978765531484,1.7472013345661703,-0.24847990149389948,0.0034250373191885945,0.11569185736180203,0.24850350566351337,4.127403560187197,ACTIVE
30.214,2.8229069315189586,1.7472400698678867,-0.2577371567544093,-0.0007532994366872625,-0.01697658327056562,0.25773825760233626,4.135984543582063,ACTIVE
30.246,2.81434976826992,1.7472504165594653,-0.2595145724471334,0.00028027684454797624,-0.0049852224680795604,0.2595147237971827,4.144533059759792,ACTIVE
30.28,2.8057997557531817,1.747268584194216,-0.25868184405566746,0.0001502665774008186,2.4625885585398988e-05,0.25868188770009576,4.153074126556609,ACTIVE
30.314,2.797002861968025,1.7472791574312274,-0.26159930220730726,0.00014261770040861294,0.1431644808489616,0.26159934108318883,4.161862208049008,ACTIVE
30.347,2.788398911546397,1.7472476273498965,-0.2608058886566724,6.114507314849407e-06,0.1003364647323101,0.26080588872834876,4.170459393911804,ACTIVE
30.38,2.7797856983485825,1.7471881943691945,-0.26117343568163404,4.601138373269481e-05,0.10148315637586801,0.2611734397345872,4.179067071698155,ACTIVE
30.413,2.7709064281594458,1.74710457876897,-0.2612848550885438,2.535283548563182e-05,0.046617885548600656,0.2612848563185544,4.187941627488514,ACTIVE
30.447,2.7623011035749725,1.747015828993892,-0.2610297513779324,8.490299449873031e-05,-0.0007677657043852562,0.2610297651857804,4.19654273713638,ACTIVE
30.48,2.753694024407984,1.7469266660103324,-0.26063162487236063,-6.271060447894054e-06,0.004642258159579332,0.2606316249478047,4.20514563668315,ACTIVE
30.514,2.744851446534623,1.746834018962468,-0.2600563645895088,4.328766891559862e-06,-0.003764819660441062,0.26005636462553605,4.213983985319443,ACTIVE
30.547,2.73627680197615,1.7467456446965717,-0.2596564387040305,1.459738515417492e-05,-0.005122718668728893,0.25965643911434894,4.2225544845964755,ACTIVE
30.582,2.7276938764514114,1.7466619055500585,-0.2597543782712689,5.180920276472633e-05,-0.038117347455646704,0.25975438343806045,4.231133076756295,ACTIVE
30.614,2.7188686284120798,1.7465867197402904,-0.2588789718155073,6.201068164663403e-05,-0.04610883335375787,0.25887897924238434,4.239953420951025,ACTIVE
30.647,2.7103243378472834,1.7465274532367532,-0.25897014904378873,1.0525898699711815e-05,-0.048196900883888075,0.25897014925770245,4.248492405445472,ACTIVE
30.68,2.701775349041644,1.7464814033179092,-0.25917566381730067,3.639331967715846e-06,-0.049488176446442995,0.25917566384285234,4.257035541217506,ACTIVE
30.714,2.6929501987442217,1.7464429381558042,-0.2598840569858826,-2.3744945330437216e-07,-0.010381771676203399,0.2598840569859911,4.265854287562875,ACTIVE
30.747,2.6843661927546605,1.7464081244434415,-0.2603056741139248,-9.066577600715803e-06,-0.010141632203260031,0.26030567427182155,4.274431979565779,ACTIVE
30.78,2.675764349248268,1.7463779964469088,-0.26080518866181357,-4.6976127491013086e-05,-0.029436365145106544,0.2608051928924743,4.283027319423238,ACTIVE
30.814,2.6672625952449414,1.7463596015689737,-0.25192031025372946,-0.0010828598196499148,-0.12713107914430535,0.25192263753724936,4.291522188442565,ACTIVE
30.847,2.6587651233509715,1.746379824548682,-0.2584855865009328,-0.0006770439328686309,-0.07569307642521664,0.2584864731803547,4.3000111716806275,ACTIVE
30.88,2.6503322307113426,1.7464335538423594,-0.25423815565227526,-3.5936954290321545e-05,-0.09754216000287198,0.2542381581921471,4.308434251657982,ACTIVE
30.914,2.6416680625003783,1.746514889883629,-0.254994995127063,-2.2138502497724526e-05,-0.12147427598207215,0.2549949960880883,4.31708727762891,ACTIVE
30.947,2.633170148488303,1.746634353113807,-0.2599365126404266,-4.838975026655269e-05,-0.09083818593629878,0.25993651714454163,4.325572640179096,ACTIVE
30.98,2.62460639614194,1.7467754880617774,-0.25946602523482226,1.5063158413148973e-05,-0.08957891438256245,0.259466025672064,4.3341229275115625,ACTIVE
31.014,2.6157874895733713,1.7469500393387745,-0.25925211477342747,5.581385489740985e-05,-0.09425167635048332,0.25925212078145243,4.342926807620804,ACTIVE
31.047,2.6072527981444726,1.7471451979347503,-0.25854936152421426,8.12698282833587e-06,-0.1012260083172504,0.258549361651942,4.351445928744646,ACTIVE
