time,x,y,vx,vy,omega,linear_velocity,distance_from_start,goal_status
81.88,-3.313086763566669,1.7839412566157917,-0.0006859133054510315,5.292869934464699e-06,1.63084476759958e-05,0.000685933726439299,10.269025208648074,SUCCEEDED
81.914,-3.3131100499454353,1.783941180094752,-0.0006870178256491977,5.1899010537804735e-06,1.5698226732984067e-05,0.0006870374282618812,10.269048493799273,SUCCEEDED
81.947,-3.3131326879174194,1.7839411072561016,-0.0006880999639164297,5.342429789654806e-06,1.658654484910523e-05,0.0006881207030004614,10.26907113055605,SUCCEEDED
81.981,-3.313155364566385,1.7839410324399139,-0.0006893447507498956,5.149661387133987e-06,1.5406562217684976e-05,0.000689363985423403,10.269093806013803,SUCCEEDED
82.015,-3.3131787701157958,1.7839409547704337,-0.0006904715926262681,5.334970201913172e-06,1.6495412683837167e-05,0.0006904922028023998,10.269117210340028,SUCCEEDED
82.046,-3.313201523538275,1.7839408806280541,-0.0006915807884686066,5.257215038653905e-06,1.6028660018155743e-05,0.000691600770162109,10.269139962554235,SUCCEEDED
82.08,-3.3132243184434835,1.7839408039160487,-0.000692904492360311,5.307271704011111e-06,1.6266070209993902e-05,0.0006929248174701499,10.269162756283215,SUCCEEDED
82.114,-3.3132478457611194,1.783940724267962,-0.0006942201742489986,5.156925836090713e-06,1.5328685028228095e-05,0.0006942393277670093,10.269186282393468,SUCCEEDED
82.147,-3.3132707187175274,1.7839406489460923,-0.0006952805382081189,5.3152700129005805e-06,1.6252395922496837e-05,0.0006953008549586873,10.269209154146386,SUCCEEDED
82.18,-3.3132936299262186,1.7839405730652822,-0.0006965049809743572,5.287065828479016e-06,1.6055418370850507e-05,0.0006965250473508934,10.26923206415567,SUCCEEDED
82.214,-3.313317275595359,1.7839404952873412,-0.0006975494499321485,5.423859156658915e-06,1.6886181742970185e-05,0.0006975705364683877,10.269255708579431,SUCCEEDED
82.247,-3.3133402674740897,1.7839404172523574,-0.000698988569812728,5.267180534755828e-06,1.5874964611000557e-05,0.0006990084147702578,10.269278699281084,SUCCEEDED
82.28,-3.3133632957251393,1.7839403418792343,-0.000700009823910165,5.259786403847476e-06,1.5832047251752648e-05,0.000700029584320373,10.269301726314024,SUCCEEDED
82.314,-3.3133870615489247,1.7839402639991166,-0.0007012013442883183,5.3218141130813536e-06,1.617482301443545e-05,0.0007012215391281124,10.269325490881998,SUCCEEDED
82.347,-3.3134101685300106,1.78394018715347,-0.0007024867471864724,5.1543526121462485e-06,1.5143564514583373e-05,0.0007025056564352214,10.26934859665791,SUCCEEDED
82.38,-3.3134333162500313,1.7839401097084522,-0.0007035385377674311,5.266112552276164e-06,1.5803490881150023e-05,0.0007035582463914046,10.269371743177162,SUCCEEDED
82.414,-3.3134572002615887,1.783940033414534,-0.0007047994964973691,5.3720112304366386e-06,1.639228001282973e-05,0.0007048199690471355,10.269395625898921,SUCCEEDED
82.448,-3.31348042887807,1.7839399533715887,-0.000706070286228236,5.22660922439059e-06,1.5508026197394536e-05,0.000706089630669087,10.269418853343184,SUCCEEDED
82.479,-3.313503695006098,1.7839398755467053,-0.0007073228734222487,5.289706013991357e-06,1.583064893741324e-05,0.0007073426526486445,10.269442118264093,SUCCEEDED
82.514,-3.313527704339646,1.7839397972034834,-0.0007084681916378152,5.26171701374837e-06,1.5658142694229145e-05,0.0007084877304713815,10.269466126324287,SUCCEEDED
82.547,-3.313551049360958,1.7839397193261508,-0.000709549985824464,5.468618391860418e-06,1.6882437783549675e-05,0.0007095710592820235,10.269489470131427,SUCCEEDED
82.58,-3.313574432030614,1.7839396419429354,-0.0007109191382370873,5.337410587772484e-06,1.603101258166911e-05,0.0007109391739548084,10.269512851576236,SUCCEEDED
82.613,-3.3135985623346835,1.7839395637073958,-0.0007119489245981356,5.378523557443064e-06,1.6296658569267602e-05,0.0007119692407345276,10.26953698059349,SUCCEEDED
82.648,-3.31362202747299,1.7839394839234581,-0.0007134119820151978,5.28174163198934e-06,1.5656530927280676e-05,0.0007134315334196548,10.269560444532575,SUCCEEDED
82.68,-3.313645532314845,1.7839394049213146,-0.0007145284479948328,5.39639933739723e-06,1.6323076541056014e-05,0.0007145488255673739,10.269583948160287,SUCCEEDED
82.714,-3.3136697863176567,1.7839393261329588,-0.0007156569518847587,5.333743682027275e-06,1.5948483241697286e-05,0.0007156768276272813,10.269608200871843,SUCCEEDED
82.747,-3.3136933708138816,1.7839392465521573,-0.0007169003783282757,5.344796083994808e-06,1.5985763110586203e-05,0.0007169203019111709,10.269631784154198,SUCCEEDED
82.779,-3.313716992839845,1.783939168699011,-0.0007182073620210022,5.32806995191663e-06,1.582815436120713e-05,0.0007182271250729671,10.269655404938284,SUCCEEDED
82.814,-3.313741371474764,1.7839390888577569,-0.0007192309570364339,5.534576019883599e-06,1.7076178405711107e-05,0.0007192522513633617,10.269679782284445,SUCCEEDED
82.847,-3.3137650734810826,1.783939009988006,-0.0007206794724577074,5.3041116190318235e-06,1.5633719525668116e-05,0.000720698990995538,10.269703483055286,SUCCEEDED
82.879,-3.3137888176621275,1.783938930127076,-0.0007216997666701532,5.447707827377051e-06,1.6496261980299734e-05,0.000721720327226777,10.269727226010628,SUCCEEDED
82.914,-3.3138133219857977,1.7839388481118652,-0.000723073687501227,5.235966159751453e-06,1.5206136082704536e-05,0.0007230926447546319,10.269751729063705,SUCCEEDED
82.946,-3.3138371476079014,1.7839387681499652,-0.0007243366619442915,5.3509066162924205e-06,1.5845145122576447e-05,0.0007243564261040382,10.269775553453485,SUCCEEDED
82.98,-3.3138610104402964,1.7839386899433944,-0.0007254213893461007,5.305804770889771e-06,1.557104637934703e-05,0.0007254407926806252,10.269799415025188,SUCCEEDED
83.014,-3.313885637859348,1.7839386087446583,-0.0007266550587025041,5.4442096067899165e-06,1.6359783244470093e-05,0.0007266754528372226,10.269824041150004,SUCCEEDED
83.047,-3.3139095841296204,1.7839385275823092,-0.0007280412109937285,5.347967793964341e-06,1.573776135053746e-05,0.0007280608529956407,10.269847986192918,SUCCEEDED
83.08,-3.3139335683479145,1.7839384487750196,-0.0007290344923936798,5.464986271902304e-06,1.645788967337041e-05,0.0007290549754131457,10.269871969146983,SUCCEEDED
83.114,-3.3139583231848473,1.783938365290631,-0.0007305313246745683,5.3688288363274885e-06,1.581588386523252e-05,0.0007305510527361201,10.269896722709243,SUCCEEDED
83.147,-3.3139823901354295,1.7839382853645753,-0.0007317239476707829,5.398912881889213e-06,1.5964605811587824e-05,0.0007317438649248935,10.26992078840316,SUCCEEDED
83.18,-3.3140064982601234,1.7839382043716883,-0.0007329320804057362,5.359245117508543e-06,1.571291601718335e-05,0.0007329516737112413,10.26994489528213,SUCCEEDED
83.214,-3.3140313754043276,1.7839381236017327,-0.0007341081847947592,5.429674976364921e-06,1.6090121431987848e-05,0.0007341282642379363,10.269969771101403,SUCCEEDED
83.247,-3.314055563938722,1.7839380423806688,-0.0007354257740848159,5.326444762289685e-06,1.546571391689076e-05,0.0007354450626675364,10.269993958385339,SUCCEEDED
83.277,-3.3140797943101137,1.783937960986823,-0.0007366186049801764,5.356242657484478e-06,1.5631895809502698e-05,0.0007366380783928747,10.27001818750457,SUCCEEDED
83.314,-3.3141048007932787,1.783937877397747,-0.0007379357787161531,5.351209399598798e-06,1.556039110146354e-05,0.0007379551808554864,10.270043192689682,SUCCEEDED
83.347,-3.314129112703302,1.783937796369391,-0.0007391181865853845,5.428977860456631e-06,1.599594387339613e-05,0.0007391381248060991,10.270067503334351,SUCCEEDED
83.38,-3.3141534642102215,1.7839377155596312,-0.0007404778108141192,5.342196770759159e-06,1.5438879952436506e-05,0.000740497081273389,10.270091853568932,SUCCEEDED
83.414,-3.314178599795307,1.7839376302890892,-0.0007416796495319684,5.375791241347812e-06,1.564024924665638e-05,0.0007416991314956045,10.270116987866864,SUCCEEDED
83.447,-3.3142030346305527,1.7839375494017955,-0.0007429377385328052,5.3946476213929545e-06,1.570998092801082e-05,0.0007429573241843692,10.27014142142263,SUCCEEDED
83.48,-3.314227511004591,1.7839374675768211,-0.0007441424976615059,5.311761858056427e-06,1.5205360622014297e-05,0.0007441614553575998,10.27016589652628,SUCCEEDED
83.514,-3.3142527713593277,1.7839373838546997,-0.0007452904574259772,5.507689535478071e-06,1.6361669632936006e-05,0.0007453108080353065,10.270191155559761,SUCCEEDED
83.546,-3.3142773300965924,1.783937301507697,-0.0007467571767641638,5.250053896924452e-06,1.4772048958395416e-05,0.0007467756317092204,10.270215713025843,SUCCEEDED
83.58,-3.3143019305152164,1.7839372196207905,-0.0007478691873916284,5.43397922327439e-06,1.585903408608717e-05,0.0007478889286384801,10.270240312162697,SUCCEEDED
83.614,-3.3143273203925254,1.7839371339200187,-0.0007493049272470592,5.375770452121694e-06,1.546524681705912e-05,0.0007493242108090961,10.27026570073379,SUCCEEDED
83.647,-3.314352001828178,1.783937053614244,-0.0007501804598556166,5.499398453912777e-06,1.624122136408671e-05,0.0007502006169902417,10.270290380857432,SUCCEEDED
83.68,-3.3143767251038296,1.7839369711428321,-0.0007515699624967836,5.3977303931481e-06,1.5575047437982432e-05,0.0007515893453348137,10.270315102847402,SUCCEEDED
83.714,-3.3144022419356913,1.7839368852514044,-0.0007530530646961696,5.293835308731368e-06,1.4904429697600979e-05,0.0007530716718484166,10.270340618363193,SUCCEEDED
83.747,-3.3144270522287695,1.783936801184091,-0.0007543497421581276,5.394942251306855e-06,1.547475275794502e-05,0.0007543690336273941,10.27036542738444,SUCCEEDED
83.78,-3.3144519021449113,1.7839367184273385,-0.000755540247569701,5.440786119814537e-06,1.5724457575751094e-05,0.0007555598373731141,10.270390276006408,SUCCEEDED
83.814,-3.314477547977573,1.7839366329276967,-0.0007569124140713692,5.435411335748165e-06,1.5653499415050693e-05,0.0007569319297478054,10.270415920504748,SUCCEEDED
83.847,-3.3145024836665287,1.783936548626732,-0.0007581684486874946,5.460827840273151e-06,1.5781663303496656e-05,0.0007581881146693762,10.270440854912778,SUCCEEDED
83.88,-3.3145274600274104,1.7839364649479108,-0.0007593224702780875,5.441297748369066e-06,1.566474283056524e-05,0.0007593419661722929,10.270465829979965,SUCCEEDED
83.914,-3.3145532363042114,1.783936378858231,-0.0007606754439580837,5.475866930174205e-06,1.5812615590979677e-05,0.0007606951532377899,10.270491604917863,SUCCEEDED
83.947,-3.314578294434628,1.783936296529221,-0.0007619721292148303,5.431544004811864e-06,1.5527012933878665e-05,0.0007619914877283462,10.270516661727529,SUCCEEDED
83.98,-3.3146033991697013,1.783936210629928,-0.0007632401532751928,5.4402110268711835e-06,1.5566281780044427e-05,0.000763259541353763,10.270541765187462,SUCCEEDED
84.014,-3.3146293058867404,1.7839361240906237,-0.000764461728022688,5.3837767399148214e-06,1.5216219445616312e-05,0.0007644806856052149,10.27056767055904,SUCCEEDED
84.048,-3.3146544935499733,1.7839360397099835,-0.0007658596482487544,5.463419387262992e-06,1.563026078185956e-05,0.0007658791352211568,10.270592856917585,SUCCEEDED
84.08,-3.3146797209101813,1.7839359564574488,-0.00076713253046017,5.468160160023126e-06,1.5631186524615374e-05,0.0007671520188761543,10.270618082953318,SUCCEEDED
84.114,-3.314705758867842,1.7839358688916198,-0.0007683696382270876,5.440654548172472e-06,1.5469619709341145e-05,0.000768388900018173,10.270644119566995,SUCCEEDED
84.147,-3.3147310718872673,1.7839357850363822,-0.0007696128954644808,5.555669605785379e-06,1.6118837711805242e-05,0.0007696329477939406,10.270669431261966,SUCCEEDED
84.18,-3.314756426467101,1.7839357005180856,-0.000771024553778891,5.375756213399377e-06,1.5009541398059686e-05,0.0007710432940404864,10.270694784522565,SUCCEEDED
84.213,-3.314782598523016,1.7839356106887876,-0.0007723085868700106,5.561361553793919e-06,1.6094355877740294e-05,0.0007723286101754128,10.270720955253092,SUCCEEDED
84.247,-3.3148080391439434,1.7839355265319412,-0.0007734492261791102,5.4940081451779596e-06,1.569341707664527e-05,0.0007734687386071681,10.270746394541206,SUCCEEDED
84.28,-3.3148335225434544,1.7839354414080422,-0.0007748833841452624,5.499695199297387e-06,1.5671621327059196e-05,0.0007749029008022228,10.270771876617278,SUCCEEDED
84.314,-3.3148598257471242,1.7839353514446497,-0.0007761898602149232,5.486294048810137e-06,1.5568815723902177e-05,0.0007762092491866172,10.270798178484496,SUCCEEDED
84.347,-3.3148853946016974,1.7839352669640496,-0.0007774208140162804,5.57676234837448e-06,1.6081340650598557e-05,0.0007774408159750982,10.270823745998147,SUCCEEDED
84.38,-3.314911007999378,1.7839351802980876,-0.0007789270669685432,5.442386635898084e-06,1.5217735298520375e-05,0.0007789460797953296,10.270849358081243,SUCCEEDED
